% Model:              n169_d38.75_R19.5_r7_rmaxerror0.015_external_axion_field_eigenvalues.mph
% Version:            COMSOL 6.1.0.282
% Date:               Apr 9 2024, 09:51
% Table:              Table 1 - Global Evaluation 1
% Eigenfrequency (GHz)                            C (1)                                             A (m^2)                                           Q (1)                                             Q_alt (rad)                                       Ploss (W/m)                                       Pexp (W/m)                                        Pohmic (W/m)
11.519741282989987+3.523615917664597E-4i          0.5512208529191984                                0.1755305731509165                                22235.038164125934                                16345.976970135745                                9.209832889646672E-6                              4.465196386974564E-21                             8.930287272616306E-19
11.524866264933324+3.5111728763419036E-4i         0.0043473365586972025                             0.1755305731509165                                22263.088717650953                                16411.20439899994                                 9.182774933722014E-6                              3.5275964426850945E-23                            9.756391808156024E-20
11.52540179414858+3.5108565536641045E-4i          0.00322991854893511                               0.1755305731509165                                22263.553726104026                                16413.44574317364                                 9.16403369724286E-6                               2.621056931015743E-23                             1.7139842054916822E-19
11.531206389016226+3.4936641136449465E-4i         4.6959112246463365E-4                             0.1755305731509165                                22302.64710687147                                 16502.526635746948                                9.160054515128301E-6                              3.8193139328336335E-24                            6.536399235184316E-20
11.532391126502134+3.494760140422079E-4i          0.002134696175941045                              0.1755305731509165                                22301.534193107986                                16499.04597331966                                 9.166284848237645E-6                              1.736298927850733E-23                             1.323889659087655E-20
11.533687779894576+3.4881374946520014E-4i         0.11584619061893697                               0.1755305731509165                                22316.22840675227                                 16532.230991123906                                9.16841246214158E-6                               9.429856135750757E-22                             3.754389987394018E-19
11.538503398919207+3.4772740408056647E-4i         0.002987860169398257                              0.1755305731509165                                22339.934178830696                                16590.805784802826                                9.131371533351257E-6                              2.4357121442296405E-23                            9.192853040758033E-20
11.542030303752043+3.471660170598233E-4i          2.0409347672141188E-4                             0.1755305731509165                                22352.506406085893                                16622.714414834303                                9.140253147558722E-6                              1.6652210160696387E-24                            1.0630662724566477E-20
11.5437596610366+3.46086351022783E-4i             0.002653301955893727                              0.1755305731509165                                22376.329719049907                                16677.07135868287                                 9.117255479168944E-6                              2.1674901242003004E-23                            1.5211314415348648E-19
11.544560711642214+3.4623052513382835E-4i         8.523958960737162E-8                              0.1755305731509165                                22373.418343501904                                16671.283452372314                                9.117181036080384E-6                              6.962824142273694E-28                             4.908096803711078E-19
11.548950349893035+3.450785475772588E-4i          5.196999285521102E-4                              0.1755305731509165                                22398.752485432917                                16733.299282400825                                9.088660152652446E-6                              4.251609053616285E-24                             1.0199435635281691E-19
11.550083941822049+3.451420332076775E-4i          3.1614013729932297E-4                             0.1755305731509165                                22397.156959994183                                16731.863462424528                                9.124975988246014E-6                              2.5863779722216848E-24                            4.143368416810436E-21
11.550144786984202+1.067116987229801E-4i          2.825602214040603E-29                             0.1755305731509165                                53503.38167120517                                 54117.9559247855                                  0.5769142796449026                                5.5222238090262166E-49                            5.335507806936182E-26
11.556489590084661+3.430340053584669E-4i          0.002467872683076128                              0.1755305731509165                                22443.20182004825                                 16844.024643436635                                9.100300381605592E-6                              2.024267111918541E-23                             1.0187370237179905E-19
11.55696952922138+3.430090084510929E-4i           0.004215718225328251                              0.1755305731509165                                22444.190100045573                                16845.9517924758                                  9.10177581080465E-6                               3.458229436391017E-23                             2.1726211586854083E-19
11.557822667113594+3.427867268203157E-4i          0.03535195180245766                               0.1755305731509165                                22452.3594468488                                  16858.120360790188                                9.140039059884515E-6                              2.901253856191966E-22                             2.9847828280783134E-19
11.5596282789875+3.4223595464941944E-4i           7.962592663480622E-4                              0.1755305731509165                                22460.876065502594                                16887.889472595234                                9.08316361192365E-6                               6.538217757825598E-24                             1.8759775576082846E-19
11.561478897266745+3.4235170476989426E-4i         0.0010463316297898736                             0.1755305731509165                                22459.75774100651                                 16884.882246920075                                9.099993963569468E-6                              8.592551293498231E-24                             1.7691739061769635E-20
11.562486734496984+1.0783304746179428E-4i         1.2655859839854166E-30                            0.1755305731509165                                52990.01057391874                                 53612.4085280515                                  0.582614943787673                                 2.45228663532093E-50                              8.651543428936326E-26
11.56295300886123+1.0797370519496486E-4i          7.750907913102235E-30                             0.1755305731509165                                52924.0645372623                                  53544.72599075368                                 0.5845255891269071                                1.5000607559698577E-49                            5.880137621882194E-26
11.56327790539839+1.0796510862983378E-4i          5.3648391052934875E-31                            0.1755305731509165                                52926.75444157469                                 53550.494081046665                                0.5840506061716109                                1.0383583254441958E-50                            7.350365733176369E-26
11.567305677886113+3.4039018242805496E-4i         3.37454966020859E-4                               0.1755305731509165                                22502.413028505973                                16990.74437026595                                 9.077928596536184E-6                              2.777867003061589E-24                             6.469205633552403E-20
11.571612561357469+3.3887344487876057E-4i         5.857093512526927E-4                              0.1755305731509165                                22532.197037252783                                17073.148835999957                                9.043218734311081E-6                              4.82963047921239E-24                              2.7874794619201796E-21
11.57212663057842+3.3879382211976435E-4i          2.1993495063993407E-4                             0.1755305731509165                                22535.62107442033                                 17077.920126481567                                9.071400535861241E-6                              1.8138913936079923E-24                            1.5216135532048073E-19
11.57306537309433+3.3895658073712545E-4i          2.5707079536623894E-4                             0.1755305731509165                                22534.275129734102                                17071.10423190064                                 9.06766399329503E-6                               2.120210891780578E-24                             1.9971059698320647E-19
11.574189555225953+3.389841162328178E-4i          7.533244964532435E-5                              0.1755305731509165                                22532.86861515015                                 17071.37566534939                                 9.087268377142142E-6                              6.213316636305898E-25                             1.7840819983589204E-19
11.574457239948744+3.386705263009758E-4i          5.202067905969308E-5                              0.1755305731509165                                22538.787830492154                                17087.57846185543                                 9.083966770579686E-6                              4.291820287301563E-25                             2.541490192696433E-20
11.57676006028363+1.0726655025576147E-4i          3.1018542861828336E-32                            0.1755305731509165                                53347.43449648853                                 53962.081154269814                                0.5791820766168075                                6.058376853440013E-52                             1.5109483496610222E-26
11.576999218698269+1.0946138688152224E-4i         7.757922715385593E-31                             0.1755305731509165                                52251.366996492965                                52881.1568703047                                  0.5919905816391955                                1.4841350813225505E-50                            8.382343850917749E-26
11.577211627935258+1.0943333161969127E-4i         3.140808516762103E-30                             0.1755305731509165                                52265.070814424245                                52895.68455043763                                 0.5917903647186341                                6.010232828779104E-50                             1.3617596943481346E-25
11.582536486568715+3.3624527402881027E-4i         8.897295804970697E-7                              0.1755305731509165                                22591.29050687527                                 17222.84427016579                                 9.044115665553868E-6                              7.362699371506438E-27                             7.763604482744948E-20
11.582936228496923+3.361448620565619E-4i          9.514167429157275E-5                              0.1755305731509165                                22593.678417137133                                17228.58375689532                                 9.054273578918646E-6                              7.874277561749128E-25                             6.0232325701326906E-21
11.584595329825017+3.353960203935759E-4i          4.6744560228144166E-4                             0.1755305731509165                                22605.887029532794                                17269.52460662592                                 9.037703823812145E-6                              3.871397988701121E-24                             4.4191442811323596E-20
11.587044456405012+1.0867259122610824E-4i         2.3528972911114963E-28                            0.1755305731509165                                52683.36177642778                                 53311.21371725843                                 0.5885873274391706                                4.542379801624296E-48                             1.6324406108607062E-24
11.587221342631588+3.355191677701327E-4i          8.683518977449431E-5                              0.1755305731509165                                22608.325264936066                                17267.099214211197                                9.038410943518945E-6                              7.194121606562949E-25                             4.785008311784462E-21
11.587384257325752+1.0867930219204977E-4i         2.0977111768766996E-29                            0.1755305731509165                                52682.928647152854                                53309.48501258296                                 0.587038611040257                                 4.049816373283053E-49                             3.0814065955307243E-26
11.591490859004317+3.3384463017809083E-4i         4.782301850936985E-4                              0.1755305731509165                                22638.723250552976                                17360.106484739918                                9.01471409185344E-6                               3.9688303325748865E-24                            7.20088343590721E-19
11.591774683747008+3.334262805870326E-4i          0.027898862362655704                              0.1755305731509165                                22649.96961531314                                 17382.314432094427                                9.049049015304312E-6                              2.316532353618848E-22                             3.1163162417025797E-19
11.592387426545345+3.3390180277464266E-4i         2.655411576697972E-4                              0.1755305731509165                                22640.158432516182                                17358.47644688245                                 9.018268474442504E-6                              2.2040351392603974E-24                            4.726103452060959E-19
11.5979748409526+3.3147185901082836E-4i           9.902853355913443E-5                              0.1755305731509165                                22691.763443899603                                17494.159179498572                                9.02686653032843E-6                               8.242236633488091E-25                             7.776743562404559E-20
11.599892493309856+3.316626807300471E-4i          3.2071563281125913E-4                             0.1755305731509165                                22685.681050725238                                17486.984576291583                                9.013492375465239E-6                              2.6690716765463358E-24                            5.257410608170006E-19
11.600126026077207+3.314697724731418E-4i          2.7559958693686355E-4                             0.1755305731509165                                22692.790692508963                                17497.51417860289                                 9.007703829782173E-6                              2.2943702270916566E-24                            3.6246267857554264E-19
11.60146124301964+3.312487863502233E-4i           1.2143299552702778E-4                             0.1755305731509165                                22694.182084135948                                17511.203035132774                                9.010802577183094E-6                              1.0111096565121993E-24                            1.7246387865155929E-19
11.60293935855104+3.313180301000465E-4i           1.6153587407956345E-4                             0.1755305731509165                                22692.678005443562                                17509.77380649314                                 8.957298846415112E-6                              1.345107766996009E-24                             3.123381648252891E-20
11.60947806357455+3.2837226071776455E-4i          2.1008728618105008E-5                             0.1755305731509165                                22753.202227159345                                17676.81144921022                                 8.981032280366552E-6                              1.755049274863872E-25                             2.002769937142621E-21
11.61205638520271+3.275744028060987E-4i           1.987075196510796E-4                              0.1755305731509165                                22769.35082474791                                 17723.80266995196                                 9.00973892138869E-6                               1.661530845392987E-24                             1.8378581543872212E-19
11.612358506635966+3.275396955837681E-4i          5.635456495562365E-5                              0.1755305731509165                                22764.794722729413                                17726.141987389103                                9.002311797691274E-6                              4.711374167656509E-25                             1.759866574078992E-20
11.615118922529195+3.2712549272601347E-4i         5.374613102790948E-4                              0.1755305731509165                                22777.561340121083                                17752.80639750736                                 8.961429029336552E-6                              4.496891543107631E-24                             7.891373520010896E-22
11.616230158872554+3.2695377407300984E-4i         3.081146105174509E-4                              0.1755305731509165                                22782.31284974056                                 17763.829917144158                                8.97844893552174E-6                               2.5787523307550134E-24                            5.3145579570617845E-20
